Id,Clau,Titol,Longitud,Latitud,Desapareguda,Bandol,TipusFossa,Notes,Font,Documentacio,HospMilitar,NumRestes,Municipi,Comarca,IdCategoria,Estudi_Ebre,Fitxa,Excavades,Data creació,Inicipublicacio,Georeferència,LIMADM_MUNICIPI,LIMADM COMARCA
125937,Cementiri d'Avinyonet del Penedès,Cementiri d'Avinyonet del Penedès,1.78422153,41.35452849,No,Rebel,Soldats,Amb l'entrada de les tropes franquistes a la població hi va haver quatre soldats rebels morts per franctiradors republicans que foren portats al cementiri per tal que els inhumessin. El testimoni va haver d'ajudar a obrir ell mateix la fossa perquè era fill de l'agutzil. Els 4 soldats foren enterrats amb una ampolla de vidre als peus on s'hi posaren les seves dades.,"Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009.",,,4,Avinyonet del Penedès,Alt Penedès,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/avinyonet-del-penedes-cementiri,No,,,"(41.35452849, 1.78422153)",854,32
161201,Cementiri Montgai_fossa,Cementiri de Montgai,0.95941275,41.79513623,Sí,Republicà,Soldats,"Pere Carbonell Fita era cap d'operacions de la Comandància Principal d'Artilleria del XVIII Cos d'Exèrcit de la República al maig de 1938, durant l'ofensiva que va dur a terme aquest cos contra l'exèrcit rebel, sobre el cap de pont de Balaguer. En el seu llibre de memòries descriu la defunció d'un oficial francès agregat a la seva unitat que va ser abatut i enterrat a la fossa del cementiri del poble de Montgai. No se'n sap el nom ni el lloc exacte del seu enterrament i no consta inscrit al Registre Civil de Defuncions.","Fonts hemerogràfiques i bibliogràfiques: Carbonell i Fita, Pere. ""Entre la vocació i el deure"". 2002",,,1,Montgai,Noguera,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/cementiri-montgai,No,,,"(41.79513623, 0.95941275)",681,15
160924,Fondo del Bosc Glaçat,Fondo del Bosc Glaçat,1.86025143,41.38675846,Sí,Republicà,Soldats,Uns dies després d'acabada la guerra es trobà el cos d'un soldat mort que fou enterrat al mateix indret.,Les fosses de la Guerra Civil al Penedès.,,,1,Olesa de Bonesvalls,Alt Penedès,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/olesa-de-bonesvalls-fondo-del-bosc-glacat,No,,,"(41.38675846, 1.86025143)",837,32
125849,La Febró: Serrat de Voltora,Serrat de Voltora,1.009826,41.289344,No,Republicà,Soldats,"En referència als combats de la muntanya de Prades, Albert Manent aporta la informació d'una o, possiblement, diverses fosses al voltant del poble de La Febró. En aquest sentit, parla que potser una seixantena de cadàvers de soldats republicans escampats arreu foren enterrats al lloc on havien mort. El 2008, arran d'un incendi, va quedar al descobert un crani. La recollida de restes òssies realitzada el 2009 va indicar l'existència de més restes en connexió. El 2012 la Generalitat va exhumar 1 individu, soldat mort en els combats al Serrat de Voltora i que havia estat inhumat de forma molt precària.","Manent, Albert: La guerra civil i la repressió del 1939 a 62 pobles del Camp de Tarragona. Cossetània Edicions, Valls 2006.",,,1,"Febró, la",Baix Camp,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/febro-serrat-voltora,Sí,,,"(41.289344, 1.009826)",535,39
126031,Cementiri d'Alcarràs_fossa,Cementiri d'Alcarràs,0.52083135,41.56703298,No,Rebel,Soldats,"Alcarràs és una població ubicada a la riba dreta del riu Segre i entre el cap de pont de Seròs i la ciutat de Lleida. El cementiri devia acollir els soldats de l'exèrcit rebel morts en els combats d'aquella zona, sobretot del cap de pont de Soses, atès que els soldats morts de Lleida, en la seva gran majoria, eren traslladats al cementiri d'Alpicat. Segons fonts de l’Ajuntament la fossa es situava al entrar a l’esquerra, tocant a la paret. Anys més tard, s'hi va enterrar més gent sobre el que va ser la fossa.","Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009.","Documentació per al trasllat de restes a la Santa Cruz del Valle de los Caídos. Arxiu Històric de Lleida, Fons Govern Civil.",,120,Alcarràs,Segrià,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/alcarras-cementiri,No,,,"(41.56703298, 0.52083135)",759,21
126005,Seròs: Matacanyes,Seròs: Matacanyes,0.41047454,41.47101783,No,Ambdós bàndols,Soldats,Sembla que s'ubica entre les trinxeres franquistes de la segona terrassa i el cementiri de Seròs. Els soldats inhumats haurien mort durant els enfrontaments de novembre de 1938.,"Galitó, P.; Gimeno, M.; Pita, R.; Tarragona, J: Les batalles del Segre i La Noguera Pallaresa. Pagès Editors, Lleida 2006.",,,Desconegut,Seròs,Segrià,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/seros-matacanyes,No,,,"(41.47101783, 0.41047454)",566,21
160845,El corralot,El corralot,1.50997639,41.29918586,Sí,Republicà,Soldats,"Segons les fonts orals, pels voltants del Corralot s'hi va enterrar un soldat republicà que havia estat degollat",Les fosses de la Guerra Civil al Penedès,Font oral,,1,"Bisbal del Penedès, la",Baix Penedès,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/bisbal-del-penedes-el-corralot,No,,,"(41.29918586, 1.50997639)",253,33
160894,Zona de Ca l'Escudé,Zona de Ca l'Escudé,1.75210476,41.39516155,Sí,Republicà,Soldats,Aquest soldat va ser enterrat vora de la carretera C-243. La seva mort es va produir durant els darrers combats a les muntanyes de Subirats el 22 de gener de 1939.,Les fosses de la Guerra Civil al Penedès,Font oral,,1,Subirats,Alt Penedès,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/subirats-zona-de-ca-lescude,No,,,"(41.39516155, 1.75210476)",778,32
126045,Cementiri de Cerdanyola del Vallès: Dins l'església,Cementiri de Cerdanyola del Vallès: Dins l'església,2.12303281,41.48733097,No,,Civils,"Es tracta d'una fossa nascuda durant els primers mesos de guerra, fruit de la repressió a la rereguarda republicana. La mateixa es va ubicar a l'interior de l'Església del Cementiri de Cerdanyola. Durant els anys de Guerra, la Generalitat republicana va realitzar investigacions per obrir-la. Finalment serien les autoritats franquistes les que s'encarregarien d'exhumar els cossos l'any 1943.","Solé i Sabaté, Josep María; Villarroya i Font, Joan: La repressió a la reraguarda de Catalunya (1936-1939). Publicacions de l'Abadia de Montserrat, Barcelona 1989. Sánchez, Miquel: La segona República i la Guerra Civil a Cerdanyola (1931-1939). Ajuntament de Cerdanyola i Publicacions de l'Abadia de Montserrat, 1993. Solé i Barjau, Queralt: Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja, Ed. Afers, 2009.",,,158,Cerdanyola del Vallès,Vallès Occidental,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/cerdanyola-del-valles-cementiri-dins-lesglesia,No,,,"(41.48733097, 2.12303281)",570,26
125881,Cementiri de Móra d'Ebre,Cementiri de Móra d'Ebre,0.63329101,41.09404027,No,Ambdós bàndols,Soldats,"L'historiador local Artur Cot ens confirma una fossa al cementiri i diferents enterraments al municipi, degut sobretot a la gran quantitat d'hospitals de campanya que es van instal·lar per la zona. El diari el Punt, el setembre de 2007, publicà que Móra d'Ebre albergava les restes de soldats republicans que, en els últims dies de la batalla de l'Ebre, no van poder creuar el riu per rebre atenció mèdica ni per reforçar les tropes que lluitaven a les serres de Pàndols i Cavalls contra l'exèrcit franquista.","Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009.",,,Desconegut,Móra d'Ebre,Ribera d'Ebre,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/mora-debre-cementiri,No,,,"(41.09404027, 0.63329101)",198,36
125824,Dins i fora del cementiri de Rodonyà,Dins i fora del cementiri de Rodonyà,1.39959276,41.28483697,No,Republicà,Soldats,En aquesta localitat es localitzaven dues fosses: una al cementiri i l'altra a una finca del terme municipal. La documentació localitzada al Valle de los Caídos ens fa pensar en la possibilitat que fos trasllada.,"Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009.",,,3+3,Rodonyà,Alt camp,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/rodonya-dins-i-fora-del-cementiri,No,,,"(41.28483697, 1.39959276)",350,30
161240,Cementiri Almacelles_fossa,Cementiri d'Almacelles,0.44426501,41.73844241,No,Republicà,Civils,"El dia 20 d'abril de 1938, 19 veïns d'Almacelles van ser afusellats al terme municipal de Binèfar. Les seves restes van ser traslladades al nínxol 717, cedit per un veí exiliat a Veneçuela, el dia 3 de març de 1958. Treballadors de l'Ajuntament d'Almacelles afirmen que a l'antic cementiri hi havia una fossa comuna amb víctimes de la Guerra Civil. Segons aquestes fonts, diverses famílies van traslladar als seus difunts des de l'antiga fossa cap al nou cementiri.","Fonts hemerogràfiques i bibliogràfiques: Barallat, M: La repressió a la Postguerra Civil a Lleida (1938-1945). Publicacions de l'Abadia de Montserrat. 1991. Solé Barjau, Q: Els morts clandestins. Catarroja. 2008. Solé Sabaté, J.M: La repressió franquista a Catalunya (1938-1953). Edicions 62. 1985. Solé, J.M; Villarroya, J: La repressió a la reraguarda de Catalunya (1936-1939), I i II. Publicacions de l'Abadia de Montserrat. 1989. Fonts orals: Ajuntament d'Almacelles",Registre Civil d'Almacelles,,19,Almacelles,Segrià,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/cementiri-almacelles,No,,,"(41.73844241, 0.44426501)",827,21
160865,Masia de Sanromà,Masia de Sanromà,1.56025171,41.23626916,Sí,Republicà,Soldats,"Dos soldats en retirada foren sorpresos per les tropes franquistes el dia 21 de gener de 1939, al camí del Vendrell, molt a prop de la masia de Sanromà. Aquests soldats foren enterrats allí mateix.",Les fosses de la Guerra Civil al Penedès,Font oral,,2,Bellvei,Baix Penedès,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/bellvei-masia-de-sanroma,No,,,"(41.23626916, 1.56025171)",514,33
160856,Avenc de la Figuerota,Avenc de la Figuerota,1.45764112,41.30334484,Sí,Republicà,Soldats,Les fonts orals asseguren que en aquest avenc s'hi va enterrar un soldat mort el dia 20 de gener de 1939.,Les fosses de la Guerra Civil al Penedès,Font oral,,2,"Montmell, el",Baix Penedès,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/montmell-avenc-de-la-figuerota,No,,,"(41.30334484, 1.45764112)",835,33
125903,Cementiri dels Reguers,Cementiri dels Reguers,0.44442862,40.83868826,No,Rebel,Hospital Militar,"La ciutat de Tortosa, per la que passa el riu dividint-la en dos, va quedar també separada en dos pel que fa al domini dels exèrcits. La riba dreta del riu era sota domini de l’exèrcit rebel, mentre que l’esquerra sota domini de l’exèrcit republicà: la frontera entre aquests era el riu. Els Reguers és una petita població depenent administrativament de l’Ajuntament de Tortosa, on es va establir, segons informacions orals, un hospital on s’hi atenien bàsicament soldats italians. És probable que els morts fossin enterrats al cementiri.","Cid, Joan: La Guerra Civil i la Revolució a Tortosa. Publicacions de l'Abadia de Montserrat, Barcelona 2001. Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009.",,Hospital de Campanya,Desconegut,Tortosa,Baix Ebre,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/els-reguers-cementiri,No,,,"(40.83868826, 0.44442862)",211,40
126072,Castellolí: La casella de Can Soteras,Castellolí: La casella de Can Soteras,1.73225641,41.59826489,No,Republicà,Soldats,"El 22 de gener de 1939 diversos soldats republicans ocupaven una habitació de la Casella, a la localitat de Castellolit. Un bombardeig va tocar la Casella provocant la mort de 8 o 10 soldats. Els que van sobreviure van inhumar els morts al mateix indret.","Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009. ""Dos castellonencs revelen l'existència de fosses de soldats republicans a la comarca."";  ""Castellolí, cossos enterrats però no oblidats""; ""Les fosses de Castellolí s'excavaran si ho reclamen familiars de desapareguts"". La Veu de l'Anoia, 22 de novembre de 2002. ""Castellolí: el cas que revela l'existència de fosses de soldats republicans a l'Anoia"". Regió 7, 16 de desembre de 2002.",,,8 a 10,Castellolí,Anoia,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/castelloli-la-casella-de-can-soteras,No,,,"(41.59826489, 1.73225641)",473,24
126219,Terme municipal Santa Creu de Jutglar,Terme municipal Santa Creu de Jutglar,2.0625907,42.0056568,No,Republicà,Soldats,En aquesta zona hi hagueren importants combats entre les tropes republicanes i forces rebels de la 54a Divisió. Els morts que degueren quedar pel terme municipal van ser enterrats pels veïns de Santa Creu de Jutglar.,"Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009.",Archivo General Militar de Ávila. Diari Operacions 54 div. Rebel,,200 aprox.,Olost,Osona,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/santa-creu-de-jotglar-al-voltant-de-la-poblacio,No,,,"(42.0056568, 2.0625907)",134,13
126145,Cubells: Al voltant de la masia Garibaldi,Cubells: Al voltant de la masia Garibaldi,0.96216202,41.85675093,No,Republicà,Soldats,"Cubells i el voltant de la població foren ocupats per tropes de la 53a i 54a Divisió. La primera arribava del nord, després d'haver trencat el front per Camarassa, i s'enfrontà a tropes de la 72a Divisió republicanes, que no van resistir en excés. Mentrestant,  el 23 de desembre, la 54a Divisió havia iniciat els moviment d'atac per Vallfogona de Balaguer, la qual es trobà amb la 53a  a la carretera de Balaguer a Artesa de Segre. Va ser aquí, al Km. 35 de l'actual C-26, coincidint amb fortificacions de la L2, que la 54a Divisió trobà resistència.","Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009.",Arxiu General Militar d'Àvila,,47,Cubells,Noguera,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/cubells-al-voltant-de-masia-garibaldi,No,,,"(41.85675093, 0.96216202)",651,15
125814,Cementiri vell d'Albinyana,Cementiri vell d'Albinyana,1.48550391,41.24785387,No,Republicà,Soldats,"Les tropes franquistes atacaren a les republicanes a la localitat d'Albinyana el 20 de gener de 1939. Durant l'atac moriren, segons la memòria oral, una cinquantena de soldats. Els veïns de la població foren els encarregats de recollir els cossos i inhumar-los al cementiri vell.","Íñiguez, David; Santacana, Joan: Les fosses d'Albinyana. Guerra Civil 1936-1939. Llibres de Matrícula, Calafell 2003; El Periódico de Catalunya, 16 de juny de 2003. Bofarull, Manuel: ""Albinyana 1939-1940"", en Els Moviments Socials al Penedès. Barcelona, 2001. Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009.",,,15-60,Albinyana,Baix Penedès,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/albinyana-cementiri-vell,No,,,"(41.24785387, 1.48550391)",283,33
125767,Cementiri de Roda de Ter,Cementiri de Roda de Ter,2.31278837,41.97961979,Sí,Republicà,Soldats,"Roda de Ter fou ocupat per les tropes franquistes el 4 de gener de 1939 després d'un intens atac d'artilleria i que les tropes republicanes haguessin destruït els ponts sobre el riu abans de retirar-se. No hi va haver grans combats ni gaire resistència per part de l'exèrcit republicà, però sí que hi hagueren diversos morts que foren traslladats al cementiri per tal que hi fossin inhumats. Així ho recull el llibre de defuncions de la població. L'Ajuntament de Roda de Ter va estar estudiant al llarg dels anys 2005 i 2006 la fossa comuna i la possibilitat de localitzar-la i d'exhumar-la, finalment però va optar per colocar a l'indret on presumptament se situa un monòlit, inaugurat el 10 de juny de 2006 amb la inscripció: ""Roda de Ter en record a tots els osonencs i osonenques que moriren a causa d'uns fets que no s'han de tornar a repetir mai més 1936-1945. Roda de Ter 10 de juny de 2006""","Ollich, Imma [et al.]: A banda i banda del Ter. Història de Roda. Eumo Editorial i Ajuntament de Roda de Ter, Barcelona 1995. ""Memòria Amagada. Roda de Ter 1936-2006"", a www.osona.com, 26 de juny de 2006: http://www.osona.com/Infos2006/MemoriaRodaTer.htm """,,,6,Roda de Ter,Osona,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/roda-de-ter-cementiri,No,,,"(41.97961979, 2.31278837)",22,13
125969,Omells de na Gaia: Terme municipal,Omells de na Gaia: Terme municipal,1.0756464,41.5008565,No,,Civils,"A Omells de na Gaia hi havia un camp de treball republicà. Durant el seu funcionament es produïren molts afusellaments indiscriminats. Els morts foren inhumats a l'entorn de la localitat. Durant el franquisme moltes de les fosses van ser obertes i exhumades, sent traslladats els cossos al cementiri.","Badia, Francesc: Els camps de treball a Catalunya durant la guerra civil (1936-1939). Publicacions de l'Abadia de Montserrat, Barcelona 2001. Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009.",Archivo Histórico Nacional. Causa General. Arxiu Nacional de Catalunya.,,Desconegut,"Omells de na Gaia, els",Urgell,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/omells-de-na-gaia-fora-cementiri,No,,,"(41.5008565, 1.0756464)",935,17
126086,Camí de les Torres,Camí de les Torres,1.8055433,41.7454941,No,Republicà,Soldats,"Els dies posteriors a l’entrada de les tropes franquistes a Manresa es van recollir diversos cossos per la rodalia, en concret 8 cadàvers al sector del Poal i de Puigberenguer, 6 al sector de la Torre de Can Vinyes i un altre a la riera d’en Cornet. Tots ells degueren ser traslladats al cementiri de la ciutat, tot i que no es té constància d’on foren inhumats. El que sí queda clar és què se’n va fer d’uns altres 15 soldats que els camillers van trobar al torrent de les Torres, darrera Joncadella.","Aloy, J.; Fons, R.;Gasol, P.; La guerra civil a Manresa (1936-1939).Edicions Selectes, Manresa 1993. “Un testimoni i un document permeten situar de forma exacta una fossa de la guerra a Sant Joan” Regió 7, 8/06/2006. “L’Ajuntament de Sant Joan es compromet a estudiar què cal fer amb la fossa de la guerra” Regió 7, 10/06/2006",,,15,Sant Joan de Vilatorrada,Bages,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/sant-joan-de-vilatorrada-a-400m-c55-i-cami-torres,No,,,"(41.7454941, 1.8055433)",819,18
125916,Cementiri de Maials,Cementiri de Maials,0.50931931,41.37172033,No,Rebel,Hospital Militar,"Sembla ser que a Maials s'hi hauria instal·lat un hospital de primera línia, a la reraguarda del front de l'Ebre i del Segre. La fossa que se sap del cert que existeix és una de soldats rebels que s'havia de traslladar al Valle de los Caídos però que, finalment, fou suspès. Els soldats ja havien estat exhumats de l'antic cementiri, situat al sud de la població, i traslladats al nou. D'altra banda, tot i que no es té constància de cap fossa de soldats republicans al cementiri o en alguna rasa al voltant de la població, és molt possible la seva existència, atès que la documentació conservada a l'Arxiu Municipal així ho testimonia.","Hervás i Puyal, Carles: Sanitat a Catalunya durant la República i la Guerra Civil. Tesi Doctoral no publicada, Universitat Pompeu Fabra, Barcelona, 2004. Martí Aresté, J.: Maials, història de la vila i el seu terme. Ajuntament de Maials 1994. Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009.",Arxiu Municipal de Maials,"Hospital de Primera Línia / Lloc de Socors Divisionari. El XVè Cos d'Exèrcit (al que pertany la Divisió d'en Jolly) cobreix un front que va des d'Almatret al nord, fins a Mora la Nova sud. Es varen instal·lar dos hospitals del tipus 1: un al nord prop de Maials i un altre al sud, a Marçá, al Mas del Magrinyà. Els soldats que es creia que podien sobreviure al viatge fins a Maials hi eren traslladats des d'Almatret.",40,Maials,Segrià,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/maials-cementiri,No,,,"(41.37172033, 0.50931931)",848,21
160934,Cementiri de Gelida,Cementiri de Gelida,1.87006831,41.44320088,Sí,Republicà,Soldats,"La fossa s'ubicaria a la dreta del passeig de l'entrada principal, darrera el monument dels caiguts. En aquest espai foren inhumats soldats morts durant els enfrontaments de la retirada.",Les fosses de la Guerra Civil al Penedès.,,,4,Gelida,Alt Penedès,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/gelida-cementiri,No,,,"(41.44320088, 1.87006831)",921,32
161373,Cementiri Guixera Sort_fossa,Cementiri de la Guixera de Sort,1.12869233,42.40030266,,,Civils,"Totes les informacions d’aquesta fossa provenen de la recerca sobre el Cost Humà de la Guerra Civil, dirigit pel Centre d’Història Contemporània de Catalunya.","Fonts hemerogràfiques i bibliogràfiques: Gimeno, M.: ""Revolució, guerra i repressió als Pallars (1936-1939)"". Publicacions de l'Abadia de Montserrat. Barcelona, 1989","Ajuntament de Sort: Registre Civil de Sort. Arxiu Històric Comarcal de Sort: Arxiu Municipal de Sort (núm. 526). Arxiu Històric Comarcal de Sort: Jutjat de Primera Instància de Sort, Registre Civil",,1,Sort,Pallars Sobirà,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/guixera_sort,No,,,"(42.40030266, 1.12869233)",334,2
160870,Camí de l'Hort d'en Tona,Camí de l'Hort d'en Tona,1.70741916,41.35510028,Sí,Republicà,Soldats,"El 20 de gener de 1939, un dia abans de l'entrada de les tropes franquistes a Vilafranca del Penedès, la vila fou bombardejada. Una bomba caigué a la zona de les bòbiles, on la 3era companyia del 124 batalló de sapadors hi descansava. Les bombes provocaren que dos soldats moriren i foren enterrats allí mateix.",Les fosses de la Guerra Civil al Penedès,Font oral,,2,Vilafranca del Penedès,Alt Penedès,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/vilafranca-del-penedes-cami-de-lhort-den-tona,No,,,"(41.35510028, 1.70741916)",940,32
125984,Cementiri i voltants de Castelldans,Cementiri i voltants de Castelldans,0.76657534,41.5034351,No,Ambdós bàndols,Soldats,"Els combats al voltant de Castelldans foren molt forts. Segons la causa general, durant els bombardeigs resultaren morts alguns soldats republicans que foren enterrats al cementiri. A part d'això, consta que en diferents indrets foren enterrats més soldats. Segons un informe de l'alcalde de Castelldans, a les finques de Serrafosca, Tossal Rodó, Melons i Mecharri i a d'altres havien enterrats soldats franquistes.","Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009.","Archivo Histórico Nacional, Causa General",,200 aprox.,Castelldans,Garrigues,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/castelldans-cementiri-i-al-voltant,No,,,"(41.5034351, 0.76657534)",692,27
160886,Bosc Negre,Bosc Negre,1.82194948,41.3972702,Sí,Republicà,Soldats,,Les fosses de la Guerra Civil al Penedès,Font oral,,2,Subirats,Alt Penedès,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/subirats-bosc-negre,No,,,"(41.3972702, 1.82194948)",778,32
126166,Alòs de Balaguer: Serra de Sant Mamet,Alòs de Balaguer: Serra de Sant Mamet,0.94075799,41.98018207,No,Republicà,Soldats,"En aquesta localitat hi ha quatre possibles fosses. L'any 1942 el fiscal instructor de la causa general va demanar informació a l'alcade d'Alòs de Balaguer sobre la mort d'un soldat mort per les tropes republicanes. Arran d'aquesta demanda es va saber que a la localitat hi havia l’existència de 55 cadàvers que haurien estat enterrats al voltant de la població. Els soldats foren abandonats al mateix indret on foren morts, fins que els veïns del poble no van tornar i van trobar els cadàvers al voltant de la població no els enterraren, també als mateixos indrets on foren localitzats.","Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009.",Arxiu Històric Nacional: Causa General de Lleida. Registre de defuncions d'Alòs de Balaguer,,22,Alòs de Balaguer,Noguera,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/serra-de-sant-mamet,No,,,"(41.98018207, 0.94075799)",122,15
164385,Solanes_fossa,Les Solanes,0.588353,41.103451,No,Republicà,Soldats,"Fossa localitzada arran de l'estudi dut a terme per la Universitat Rovira i Virgili l'any 2016, per encàrrec de la Generalitat de Catalunya.
Pròximament es completarà la informació d'aquesta fossa.",,,,3,Móra d'Ebre,Ribera d'Ebre,Probable,Ebre,http://fossesirepressio.gencat.cat/ca/les-solanes,No,,,"(41.103451, 0.588353)",198,36
126156,El Merengue_fossa,Camarasa: Merengue,0.84283054,41.83207555,Sí,Republicà,Soldats,"La fossa s'inscriu en el que foren els enfrontaments pel cap de pont de Balaguer i, concretament, al voltant del tossal de ""El Merengue"", de 305 metres d'alçada, que es convertí en un dels punts mes emblemàtics de la guerra a Catalunya i al front del Segre. De l'ofensiva del mes de maig en resultaren molts morts, però aquesta fossa en concret seria el resultat de la mort de 176 soldats republicans, membres de la 27a Divisió, que haurien estat emboscats i morts el dia 27 de maig, a les acaballes de l'ofensiva republicana. Els 176 soldats republicans van ser enterrats pels rebels al mateix indret de la mort, lloc on anys després, el 1987, membres de l'Associació de Supervivents de la Lleva del Biberó, amb més voluntat que mitjans, van portar-hi excavadores i van extreure tot de restes (possiblement no totes) per traslladar-les al cementiri de Camarasa.","Fonts hemerogràfiques i bibliogràfiques: Galitó, P.; Gimeno, M.; Pita, R.; Tarragona, J: ""Les batalles del Segre i La Noguera Pallaresa"". Pagès Editors, Lleida 2006. Domingo Rubies, Dolors: ""Camarasa"". Cossetània Edicions, Valls 2003. Massamunt, J: ""Els Biberons"". 2000. Estruel, M: ""Serra de Pàndols Cota 705. Història de la Lleva del Biberó"". 1998. Morea, V: ""Records del front d'Aragó i la batalla del Segre"". 1997. Fonts orals: Miquel Vendrell, del mas ""el Mànigues"", Camarasa. Josep Massamunt, membre de l'Associació de Supervivents de la Lleva del Biberó. Miquel Areste, testimoni de l'exhumació. Tàrrega",Arxiu General Militar d'Àvila: Diari d'operacions,,176,Camarasa,Noguera,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/el-merengue-gravers,No,,,"(41.83207555, 0.84283054)",113,15
125833,Terme municipal d'Altafulla,Terme municipal d'Altafulla,1.3731464,41.1427418,No,Republicà,Civils,"L'única dada que es té referent a aquesta fossa és l'aportada per l'historiador Albert Manent: Pau Ramon Ramon, president del Sindicat i de ca l'Hereu Pouet, fou afusellat sense judici i enterrat sota uns ametllers tocant al poble, en entrar les tropes franquistes.","Manent, Albert: La guerra civil i la repressió del 1939 a 62 pobles del Camp de Tarragona. Cossetania Edicions, Valls 2006.",,,1,Altafulla,Tarragonès,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/altafulla-fora-cementiri-en-uns-ametllers,No,,,"(41.1427418, 1.3731464)",518,37
125890,Cementiri de l'Ametlla de Mar i voltant de la Masia Ponts,Cementiri de l'Ametlla de Mar i voltant de la Masia Ponts,0.80970526,40.88886036,No,Republicà,Hospital Militar,"Per la seva situació estratègica, és lògic que a l'Ametlla s'hi ubiqués un hospital militar. Estava situada a la reraguarda del front del Baix Ebre, molt ben comunicada amb Tortosa i amb Amposta, tant per carretera com per tren, per tant susceptible de rebre ferits del front de l'Ebre i amb capacitat de ser atesos i posteriorment, si calia, traslladats cap a l'interior de Catalunya. Els veïns de la localitat recorden que els morts eren enterrats a prop de l'Hospital.","Figueres i Frasnedo, Xavier: República i Guerra Civil a l'Ametlla de Mar. Ajuntament de l'Atmetlla de Mar, 2002. Hervás i Puyal, Carles: Sanitat a Catalunya durant la República i la Guerra Civil. Tesi Doctoral no publicada, Universitat Pompeu Fabra, Barcelona, 2004. Picardo Castellon, Manuel: Experiencia personal en un hospital quirúrgico de primera linia durante nuestra guerra civil, a ""Los medicos y la medicina en la guerra civil española"". Edita: Laboratorios Beecham, Madrid 1986.",,Hospital de Primera línia / Lloc de Socors Divisionari. A les escoles i Masia de Pons o Ponts.,Desconegut,"Ametlla de Mar, l'",Baix Ebre,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/ametlla-de-mar-cementiri-i-voltant-masia-ponts,No,,,"(40.88886036, 0.80970526)",206,40
